experiment,num_dpus,num_tasklets,total_elements,logical_elements_per_dpu,elements_per_dpu,element_size_bytes,block_size_bytes,blocks_per_dpu,max_blocks_per_tasklet,memory_model_source,static_kernel_functions,memory_read_bytes_lower_per_dpu,memory_read_bytes_upper_per_dpu,memory_write_bytes_lower_per_dpu,memory_write_bytes_upper_per_dpu,memory_read_transactions_lower_per_dpu,memory_read_transactions_upper_per_dpu,memory_write_transactions_lower_per_dpu,memory_write_transactions_upper_per_dpu,observed_row_reads_per_dpu,observed_row_writes_per_dpu,memory_transactions_lower_per_dpu,memory_transactions_upper_per_dpu,compute_instruction_source,compute_instruction_scope,compute_instructions_per_dpu,static_instructions_lower_per_dpu,static_instructions_upper_per_dpu,static_instructions_midpoint_per_dpu,instruction_unexpanded_callees,static_vs_simulator_instruction_midpoint_error_pct,simulator_instruction_mean_within_static_bounds,measured_instructions_per_dpu,actual_cycles,memory_model_lower_cycles,memory_model_upper_cycles,ideal_compute_cycles,observed_compute_component_cycles,observed_dma_component_cycles,actual_within_overlap_bounds,actual_interval_position,compute_stall_rate,compute_conservative_cycles,ideal_compute_hidden_memory_cycles,conservative_compute_hidden_memory_cycles,ideal_compute_no_hidden_memory_cycles,conservative_compute_no_hidden_memory_cycles
dpu_sweep,1,16,65536,65536,65536,4,256,1024,64,static_analyzer,task.c::main_kernel1,1309440.0,1309440.0,0.0,0.0,5115.0,5115.0,0.0,0.0,163680.0,0.0,5115.0,5115.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,164422300.5,95269831.0,233574770.0,164422300.5,,42.67107253972831,True,115245717.0,172566267.0,1048575.0,1048575.0,164422300.5,172562710.0,3557.0,False,7.766699091624347,0.1,182691445.0,164422300.5,182691445.0,165470875.5,183740020.0
dpu_sweep,4,16,65536,16384,16384,4,256,256,16,static_analyzer,task.c::main_kernel1,326400.0,326400.0,0.0,0.0,1275.0,1275.0,0.0,0.0,40800.0,0.0,1275.0,1275.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,40997788.5,23749831.0,58245746.0,40997788.5,,42.643093113727204,True,28741516.75,43046226.0,261375.0,261375.0,40997788.5,43042619.75,3606.25,False,7.83715925394548,0.1,45553098.333333336,40997788.5,45553098.333333336,41259163.5,45814473.333333336
dpu_sweep,16,16,65536,4096,4096,4,256,64,4,static_analyzer,task.c::main_kernel1,80640.0,80640.0,0.0,0.0,315.0,315.0,0.0,0.0,10080.0,0.0,315.0,315.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,10141660.5,5869831.0,14413490.0,10141660.5,,42.55426163764444,True,7114245.75,10664600.0,64575.0,64575.0,10141660.5,10661009.4375,3590.5625,False,8.09817266744096,0.1,11268511.666666666,10141660.5,11268511.666666666,10206235.5,11333086.666666666
dpu_sweep,64,16,65536,1024,1024,4,256,16,1,static_analyzer,task.c::main_kernel1,19200.0,19200.0,0.0,0.0,75.0,75.0,0.0,0.0,2400.0,0.0,75.0,75.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,2427376.5,1399392.0,3455361.0,2427376.5,,42.138881235614235,True,1707749.828125,2562527.0,15375.0,15375.0,2427376.5,2559223.703125,3303.296875,False,8.790276422764228,0.1,2697085.0,2427376.5,2697085.0,2442751.5,2712460.0
tasklet_sweep,1,1,2048,2048,2048,4,256,32,32,static_analyzer,task.c::main_kernel1,39680.0,39680.0,0.0,0.0,155.0,155.0,0.0,0.0,4960.0,0.0,155.0,155.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,4982428.0,2887274.0,7077582.0,4982428.0,,42.628198338647316,True,3493298.0,38456407.0,31775.0,31775.0,54806708.0,38426292.0,30115.0,False,-514.5649409913455,0.1,60896342.222222224,54806708.0,60896342.222222224,54838483.0,60928117.222222224
tasklet_sweep,1,2,2048,2048,2048,4,256,32,16,static_analyzer,task.c::main_kernel1,39680.0,39680.0,0.0,0.0,155.0,155.0,0.0,0.0,4960.0,0.0,155.0,155.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,4982557.5,2887241.0,7077874.0,4982557.5,,42.629210697768684,True,3493364.0,19846171.0,31775.0,31775.0,27404066.25,19818399.0,27772.0,False,-237.85665617623917,0.1,30448962.5,27404066.25,30448962.5,27435841.25,30480737.5
tasklet_sweep,1,4,2048,2048,2048,4,256,32,8,static_analyzer,task.c::main_kernel1,39680.0,39680.0,0.0,0.0,155.0,155.0,0.0,0.0,4960.0,0.0,155.0,155.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,4983582.5,2887611.0,7079554.0,4983582.5,,42.616379878989136,True,3494397.0,9928772.0,31775.0,31775.0,13704851.875,9906441.0,22331.0,False,-118.83807631785996,0.1,15227613.194444444,13704851.875,15227613.194444444,13736626.875,15259388.194444444
tasklet_sweep,1,8,2048,2048,2048,4,256,32,4,static_analyzer,task.c::main_kernel1,39680.0,39680.0,0.0,0.0,155.0,155.0,0.0,0.0,4960.0,0.0,155.0,155.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,4986952.5,2888351.0,7085554.0,4986952.5,,42.56663845991115,True,3497980.0,5575499.0,31775.0,31775.0,6857059.6875,5565045.0,10454.0,False,-40.33235837922896,0.1,7618955.208333333,6857059.6875,7618955.208333333,6888834.6875,7650730.208333333
tasklet_sweep,1,16,2048,2048,2048,4,256,32,2,static_analyzer,task.c::main_kernel1,39680.0,39680.0,0.0,0.0,155.0,155.0,0.0,0.0,4960.0,0.0,155.0,155.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,4998959.0,2889804.0,7108114.0,4998959.0,,42.36982338763215,True,3511249.0,5266553.0,31775.0,31775.0,4998959.0,5263221.0,3332.0,False,8.421526357199056,0.1,5554398.888888889,4998959.0,5554398.888888889,5030734.0,5586173.888888889
