benchmark,experiment,num_dpus,num_tasklets,data_prep_params,dpu_build_options_json,setting_id,instructions_lower,instructions_upper,instructions_midpoint,exact,instruction_scope,unexpanded_callees,result_path,machine_cfg_validation_status,analysis_wall_seconds
VA,dpu_sweep,1,16,2097152,"{""BL"":10,""TYPE"":""INT32""}",dpu_sweep_VA_dpu1_tasklets16_size2097152,14877868,14896423,14887145.5,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_VA_dpu1_tasklets16_size2097152/result.json,match,3.438825
VA,dpu_sweep,4,16,2097152,"{""BL"":10,""TYPE"":""INT32""}",dpu_sweep_VA_dpu4_tasklets16_size2097152,3720364,3732775,3726569.5,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_VA_dpu4_tasklets16_size2097152/result.json,match,3.462
VA,dpu_sweep,16,16,2097152,"{""BL"":10,""TYPE"":""INT32""}",dpu_sweep_VA_dpu16_tasklets16_size2097152,930988,941863,936425.5,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_VA_dpu16_tasklets16_size2097152/result.json,match,3.404666
VA,dpu_sweep,64,16,2097152,"{""BL"":10,""TYPE"":""INT32""}",dpu_sweep_VA_dpu64_tasklets16_size2097152,233644,244135,238889.5,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_VA_dpu64_tasklets16_size2097152/result.json,match,3.541976
VA,tasklet_sweep,1,1,524288,"{""BL"":10,""TYPE"":""INT32""}",tasklet_sweep_VA_dpu1_tasklets1_size524288,3721285,3723346,3722315.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_VA_dpu1_tasklets1_size524288/result.json,match,0.780594
VA,tasklet_sweep,1,2,524288,"{""BL"":10,""TYPE"":""INT32""}",tasklet_sweep_VA_dpu1_tasklets2_size524288,3719314,3721477,3720395.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_VA_dpu1_tasklets2_size524288/result.json,match,0.956396
VA,tasklet_sweep,1,4,524288,"{""BL"":10,""TYPE"":""INT32""}",tasklet_sweep_VA_dpu1_tasklets4_size524288,3719464,3722083,3720773.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_VA_dpu1_tasklets4_size524288/result.json,match,1.317318
VA,tasklet_sweep,1,8,524288,"{""BL"":10,""TYPE"":""INT32""}",tasklet_sweep_VA_dpu1_tasklets8_size524288,3719764,3724303,3722033.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_VA_dpu1_tasklets8_size524288/result.json,match,2.054338
VA,tasklet_sweep,1,16,524288,"{""BL"":10,""TYPE"":""INT32""}",tasklet_sweep_VA_dpu1_tasklets16_size524288,3720364,3732775,3726569.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_VA_dpu1_tasklets16_size524288/result.json,match,3.439702
