experiment,benchmark,num_dpus,num_tasklets,data_prep_params,dpu_build_options_json,dpu_execution_inputs_json,instructions_mean,cycles_max,breakdown_run_sum,breakdown_dma_sum,breakdown_etc_sum,backpressure_sum,num_reads_sum,num_writes_sum,read_bytes_sum,write_bytes_sum
dpu_sweep,TRNS,1,16,128,"{""BL"":8}","[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":16,""n"":4,""M_"":128,""kernel"":0}},{""execution"":1,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":16,""n"":4,""M_"":128,""kernel"":1}}]",744852.0,1138917.0,744852.0,2076.0,3035.0,388954.0,26893.0,16952.0,215000.0,135528.0
dpu_sweep,TRNS,4,16,128,"{""BL"":8}","[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":1,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":2,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":3,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":4,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":5,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":6,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":7,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":8,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":9,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":10,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":11,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":12,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":13,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":14,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":15,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":16,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":17,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":18,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":19,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":20,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":21,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":22,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":23,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":24,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":25,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":26,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":27,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":28,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":29,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":30,""dpu"":0,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":31,""dpu"":0,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":0,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":1,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":2,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":3,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":4,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":5,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":6,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":7,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":8,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":9,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":10,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":11,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":12,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":13,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":14,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":15,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":16,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":17,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":18,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":19,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":20,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":21,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":22,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":23,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":24,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":25,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":26,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":27,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":28,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":29,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":30,""dpu"":1,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":31,""dpu"":1,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":0,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":1,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":2,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":3,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":4,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":5,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":6,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":7,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":8,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":9,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":10,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":11,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":12,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":13,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":14,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":15,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":16,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":17,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":18,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":19,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":20,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":21,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":22,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":23,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":24,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":25,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":26,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":27,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":28,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":29,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":30,""dpu"":2,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":31,""dpu"":2,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":0,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":1,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":2,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":3,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":4,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":5,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":6,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":7,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":8,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":9,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":10,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":11,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":12,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":13,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":14,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":15,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":16,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":17,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":18,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":19,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":20,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":21,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":22,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":23,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":24,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":25,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":26,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":27,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":28,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":29,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}},{""execution"":30,""dpu"":3,""function"":""main_kernel1"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":0}},{""execution"":31,""dpu"":3,""function"":""main_kernel2"",""params"":{""m"":4,""n"":8,""M_"":128,""kernel"":1}}]",12092416.0,16738106.0,48369664.0,73280.0,181288.0,18328192.0,957632.0,597888.0,7652352.0,4777984.0
