experiment,num_dpus,num_tasklets,total_elements,logical_elements_per_dpu,elements_per_dpu,element_size_bytes,block_size_bytes,blocks_per_dpu,max_blocks_per_tasklet,memory_model_source,static_kernel_functions,memory_read_bytes_lower_per_dpu,memory_read_bytes_upper_per_dpu,memory_write_bytes_lower_per_dpu,memory_write_bytes_upper_per_dpu,memory_read_transactions_lower_per_dpu,memory_read_transactions_upper_per_dpu,memory_write_transactions_lower_per_dpu,memory_write_transactions_upper_per_dpu,observed_row_reads_per_dpu,observed_row_writes_per_dpu,memory_transactions_lower_per_dpu,memory_transactions_upper_per_dpu,compute_instruction_source,compute_instruction_scope,compute_instructions_per_dpu,static_instructions_lower_per_dpu,static_instructions_upper_per_dpu,static_instructions_midpoint_per_dpu,instruction_unexpanded_callees,static_vs_simulator_instruction_midpoint_error_pct,simulator_instruction_mean_within_static_bounds,measured_instructions_per_dpu,actual_cycles,memory_model_lower_cycles,memory_model_upper_cycles,ideal_compute_cycles,observed_compute_component_cycles,observed_dma_component_cycles,actual_within_overlap_bounds,actual_interval_position,compute_stall_rate,compute_conservative_cycles,ideal_compute_hidden_memory_cycles,conservative_compute_hidden_memory_cycles,ideal_compute_no_hidden_memory_cycles,conservative_compute_no_hidden_memory_cycles
dpu_sweep,1,16,128,8192,8192,8,2048,32,2,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,212144.0,273616.0,135360.0,138976.0,2284.0,3188.0,1206.0,1658.0,26893.0,16952.0,3490.0,4846.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,744099.0,294250.0,1193948.0,744099.0,__atomic_acquire_retry;barrier_wait,-0.10109390858855181,True,744852.0,1138917.0,423186.0,552910.0,744099.0,1136841.0,2076.0,True,0.71407281474381,0.1,826776.6666666666,744099.0,826776.6666666666,1297009.0,1379686.6666666665
dpu_sweep,4,16,128,65536,65536,8,2048,256,16,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,1900288.0,2486528.0,1191936.0,1309184.0,70848.0,100160.0,36448.0,51104.0,239408.0,149472.0,107296.0,151264.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,9414192.0,2479776.0,16348608.0,9414192.0,__atomic_acquire_retry;barrier_wait,-22.14796447624693,True,12092416.0,16738106.0,9224736.0,12727520.0,9414192.0,16719786.0,18320.0,True,0.5754392057525739,0.1,10460213.333333334,9414192.0,10460213.333333334,22141712.0,23187733.333333336
dpu_sweep,16,16,128,16384,16384,8,2048,64,4,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,475072.0,621632.0,297984.0,327296.0,17712.0,25040.0,9112.0,12776.0,59852.0,37368.0,26824.0,37816.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,2353548.0,619944.0,4087152.0,2353548.0,__atomic_acquire_retry;barrier_wait,-22.14796447624693,True,3023104.0,4184534.0,2306184.0,3181880.0,2353548.0,4179954.0,4580.0,True,0.5754415628496361,0.1,2615053.3333333335,2353548.0,2615053.3333333335,5535428.0,5796933.333333334
dpu_sweep,64,16,128,4096,4096,8,2048,16,1,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,118768.0,155408.0,74496.0,81824.0,4428.0,6260.0,2278.0,3194.0,14963.0,9342.0,6706.0,9454.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,588387.0,154986.0,1021788.0,588387.0,__atomic_acquire_retry;barrier_wait,-22.14796447624693,True,755776.0,1046141.0,576546.0,795470.0,588387.0,1044996.0,1145.0,True,0.5754509912378846,0.1,653763.3333333334,588387.0,653763.3333333334,1383857.0,1449233.3333333335
tasklet_sweep,1,1,1024,65536,65536,8,2048,256,256,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,1731968.0,1731968.0,1086368.0,1086368.0,18784.0,18784.0,9904.0,9904.0,216568.0,135840.0,28688.0,28688.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,5895775.5,2333864.0,9457687.0,5895775.5,__atomic_acquire_retry;barrier_wait,20.524701042999478,True,4891757.0,56247842.0,3459680.0,3459680.0,64853530.5,53809345.0,2438497.0,False,-2.4874232587985015,0.1,72059478.33333333,64853530.5,72059478.33333333,68313210.5,75519158.33333333
tasklet_sweep,1,2,1024,65536,65536,8,2048,256,128,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,1731968.0,2193824.0,1086368.0,1113536.0,18784.0,25576.0,9904.0,13300.0,216585.0,135841.0,28688.0,38876.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,5896582.0,2334022.0,9459142.0,5896582.0,__atomic_acquire_retry;barrier_wait,20.461229449454997,True,4895004.0,28176289.0,3459680.0,4434332.0,32431201.0,25957625.0,2218664.0,False,-0.9595384378075436,0.1,36034667.777777776,32431201.0,36034667.777777776,36865533.0,40468999.777777776
tasklet_sweep,1,4,1024,65536,65536,8,2048,256,64,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,1731968.0,2193824.0,1086368.0,1113536.0,18784.0,25576.0,9904.0,13300.0,216619.0,135843.0,28688.0,38876.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,5897473.0,2334338.0,9460608.0,5897473.0,__atomic_acquire_retry;barrier_wait,20.03480058357839,True,4913136.0,14214227.0,3459680.0,4434332.0,16218050.75,12499442.0,1714785.0,False,-0.4518885257125538,0.1,18020056.388888888,16218050.75,18020056.388888888,20652382.75,22454388.388888888
tasklet_sweep,1,8,1024,65536,65536,8,2048,256,32,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,1731968.0,2193824.0,1086368.0,1113536.0,18784.0,25576.0,9904.0,13300.0,216704.0,135848.0,28688.0,38876.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,5899255.0,2334970.0,9463540.0,5899255.0,__atomic_acquire_retry;barrier_wait,17.657001685100926,True,5013943.0,8546286.0,3459680.0,4434332.0,8111475.625,8145999.0,400287.0,True,0.09805543991744416,0.1,9012750.694444444,8111475.625,9012750.694444444,12545807.625,13447082.694444444
tasklet_sweep,1,16,1024,65536,65536,8,2048,256,16,static_analyzer_bounds,task.c::main_kernel1;task.c::main_kernel2,1731968.0,2193824.0,1086368.0,1113536.0,18784.0,25576.0,9904.0,13300.0,216908.0,135860.0,28688.0,38876.0,static_analyzer_exact_setting_midpoint,maximum_per_dpu_sum_of_sequential_executions,5902819.0,2336234.0,9469404.0,5902819.0,__atomic_acquire_retry;barrier_wait,0.9391061852791284,True,5847901.0,9059095.0,3459680.0,4434332.0,5902819.0,9057035.0,2060.0,True,0.711781616712506,0.1,6558687.777777778,5902819.0,6558687.777777778,10337151.0,10993019.777777778
