experiment,benchmark,num_dpus,num_tasklets,data_prep_params,dpu_execution_inputs_json,instructions_mean,cycles_max,breakdown_run_sum,breakdown_dma_sum,breakdown_etc_sum,backpressure_sum,num_reads_sum,num_writes_sum,read_bytes_sum,write_bytes_sum
dpu_sweep,SEL,1,16,2097152,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":16777216,""kernel"":0}}]",15141350.0,33004132.0,15141350.0,9112510.0,1620925.0,7129347.0,2097152.0,1048576.0,16777216.0,8388608.0
dpu_sweep,SEL,4,16,2097152,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}},{""execution"":0,""dpu"":1,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}},{""execution"":0,""dpu"":2,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}},{""execution"":0,""dpu"":3,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}}]",3790310.0,8259940.0,15161240.0,9112312.0,1636084.0,7130124.0,2097152.0,1048576.0,16777216.0,8388608.0
dpu_sweep,SEL,16,16,2097152,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":1,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":2,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":3,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":4,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":5,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":6,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":7,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":8,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":9,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":10,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":11,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":12,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":13,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":14,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}},{""execution"":0,""dpu"":15,""function"":""main_kernel1"",""params"":{""size"":1048576,""kernel"":0}}]",952550.0,2073892.0,15240800.0,9111520.0,1696720.0,7133232.0,2097152.0,1048576.0,16777216.0,8388608.0
dpu_sweep,SEL,64,16,2097152,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":1,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":2,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":3,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":4,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":5,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":6,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":7,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":8,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":9,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":10,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":11,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":12,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":13,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":14,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":15,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":16,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":17,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":18,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":19,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":20,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":21,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":22,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":23,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":24,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":25,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":26,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":27,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":28,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":29,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":30,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":31,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":32,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":33,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":34,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":35,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":36,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":37,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":38,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":39,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":40,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":41,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":42,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":43,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":44,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":45,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":46,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":47,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":48,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":49,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":50,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":51,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":52,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":53,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":54,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":55,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":56,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":57,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":58,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":59,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":60,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":61,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":62,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}},{""execution"":0,""dpu"":63,""function"":""main_kernel1"",""params"":{""size"":262144,""kernel"":0}}]",243110.0,527380.0,15559040.0,9108352.0,1939264.0,7145664.0,2097152.0,1048576.0,16777216.0,8388608.0
tasklet_sweep,SEL,1,1,524288,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}}]",3600569.0,44152828.0,3600569.0,4546555.0,36005704.0,0.0,524288.0,262144.0,4194304.0,2097152.0
tasklet_sweep,SEL,1,2,524288,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}}]",3705161.0,24660323.0,3705161.0,4329468.0,16617493.0,8201.0,524288.0,262144.0,4194304.0,2097152.0
tasklet_sweep,SEL,1,4,524288,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}}]",3756787.0,14630447.0,3756787.0,3940306.0,5906665.0,1026689.0,524288.0,262144.0,4194304.0,2097152.0
tasklet_sweep,SEL,1,8,524288,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}}]",3776537.0,9977800.0,3776537.0,3203996.0,1589494.0,1407773.0,524288.0,262144.0,4194304.0,2097152.0
tasklet_sweep,SEL,1,16,524288,"[{""execution"":0,""dpu"":0,""function"":""main_kernel1"",""params"":{""size"":4194304,""kernel"":0}}]",3790310.0,8259940.0,3790310.0,2278078.0,409021.0,1782531.0,524288.0,262144.0,4194304.0,2097152.0
