benchmark,experiment,num_dpus,num_tasklets,data_prep_params,dpu_build_options_json,setting_id,instructions_lower,instructions_upper,instructions_midpoint,exact,instruction_scope,unexpanded_callees,result_path,machine_cfg_validation_status,analysis_wall_seconds
SCAN-RSS,dpu_sweep,1,16,1048576,"{""BL"":10,""TYPE"":""INT64""}",dpu_sweep_SCAN-RSS_dpu1_tasklets16_size1048576,12318838,13388910,12853874,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,dpu_sweep_SCAN-RSS_dpu1_tasklets16_size1048576/result.json,match,19.776454
SCAN-RSS,dpu_sweep,4,16,1048576,"{""BL"":10,""TYPE"":""INT64""}",dpu_sweep_SCAN-RSS_dpu4_tasklets16_size1048576,3081718,3364590,3223154,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,dpu_sweep_SCAN-RSS_dpu4_tasklets16_size1048576/result.json,match,19.936899
SCAN-RSS,dpu_sweep,16,16,1048576,"{""BL"":10,""TYPE"":""INT64""}",dpu_sweep_SCAN-RSS_dpu16_tasklets16_size1048576,772438,858510,815474,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,dpu_sweep_SCAN-RSS_dpu16_tasklets16_size1048576/result.json,match,19.445284
SCAN-RSS,dpu_sweep,64,16,1048576,"{""BL"":10,""TYPE"":""INT64""}",dpu_sweep_SCAN-RSS_dpu64_tasklets16_size1048576,195118,231990,213554,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,dpu_sweep_SCAN-RSS_dpu64_tasklets16_size1048576/result.json,match,19.439743
SCAN-RSS,tasklet_sweep,1,1,262144,"{""BL"":10,""TYPE"":""INT64""}",tasklet_sweep_SCAN-RSS_dpu1_tasklets1_size262144,3000455,3000480,3000467.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_SCAN-RSS_dpu1_tasklets1_size262144/result.json,match,2.592532
SCAN-RSS,tasklet_sweep,1,2,262144,"{""BL"":10,""TYPE"":""INT64""}",tasklet_sweep_SCAN-RSS_dpu1_tasklets2_size262144,3038520,3059228,3048874,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,tasklet_sweep_SCAN-RSS_dpu1_tasklets2_size262144/result.json,match,3.743162
SCAN-RSS,tasklet_sweep,1,4,262144,"{""BL"":10,""TYPE"":""INT64""}",tasklet_sweep_SCAN-RSS_dpu1_tasklets4_size262144,3070090,3131634,3100862,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,tasklet_sweep_SCAN-RSS_dpu1_tasklets4_size262144/result.json,match,6.043657
SCAN-RSS,tasklet_sweep,1,8,262144,"{""BL"":10,""TYPE"":""INT64""}",tasklet_sweep_SCAN-RSS_dpu1_tasklets8_size262144,3077166,3211622,3144394,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,tasklet_sweep_SCAN-RSS_dpu1_tasklets8_size262144/result.json,match,10.51222
SCAN-RSS,tasklet_sweep,1,16,262144,"{""BL"":10,""TYPE"":""INT64""}",tasklet_sweep_SCAN-RSS_dpu1_tasklets16_size262144,3081718,3364590,3223154,False,maximum_per_dpu_sum_of_sequential_executions,__atomic_acquire_retry,tasklet_sweep_SCAN-RSS_dpu1_tasklets16_size262144/result.json,match,19.368353
