benchmark,experiment,num_dpus,num_tasklets,data_prep_params,dpu_build_options_json,setting_id,instructions_lower,instructions_upper,instructions_midpoint,exact,instruction_scope,unexpanded_callees,result_path,machine_cfg_validation_status
HST-S,dpu_sweep,1,16,524288,"{""BL"":10}",dpu_sweep_HST-S_dpu1_tasklets16_size524288,9516266,25785550,17650908,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_HST-S_dpu1_tasklets16_size524288/result.json,match
HST-S,dpu_sweep,4,16,524288,"{""BL"":10}",dpu_sweep_HST-S_dpu4_tasklets16_size524288,2390762,6468814,4429788,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_HST-S_dpu4_tasklets16_size524288/result.json,match
HST-S,dpu_sweep,16,16,524288,"{""BL"":10}",dpu_sweep_HST-S_dpu16_tasklets16_size524288,609386,1639630,1124508,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_HST-S_dpu16_tasklets16_size524288/result.json,match
HST-S,dpu_sweep,64,16,524288,"{""BL"":10}",dpu_sweep_HST-S_dpu64_tasklets16_size524288,164042,432334,298188,False,maximum_per_dpu_sum_of_sequential_executions,,dpu_sweep_HST-S_dpu64_tasklets16_size524288/result.json,match
HST-S,tasklet_sweep,1,1,131072,"{""BL"":10}",tasklet_sweep_HST-S_dpu1_tasklets1_size131072,2375778,6439550,4407664,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_HST-S_dpu1_tasklets1_size131072/result.json,match
HST-S,tasklet_sweep,1,2,131072,"{""BL"":10}",tasklet_sweep_HST-S_dpu1_tasklets2_size131072,2377448,6441359,4409403.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_HST-S_dpu1_tasklets2_size131072/result.json,match
HST-S,tasklet_sweep,1,4,131072,"{""BL"":10}",tasklet_sweep_HST-S_dpu1_tasklets4_size131072,2379246,6443785,4411515.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_HST-S_dpu1_tasklets4_size131072/result.json,match
HST-S,tasklet_sweep,1,8,131072,"{""BL"":10}",tasklet_sweep_HST-S_dpu1_tasklets8_size131072,2382866,6450053,4416459.5,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_HST-S_dpu1_tasklets8_size131072/result.json,match
HST-S,tasklet_sweep,1,16,131072,"{""BL"":10}",tasklet_sweep_HST-S_dpu1_tasklets16_size131072,2390762,6468814,4429788,False,maximum_per_dpu_sum_of_sequential_executions,,tasklet_sweep_HST-S_dpu1_tasklets16_size131072/result.json,match
